Date,Mkt-RF,SMB,HML,RF
19510508,100.35,134.05,281.05,126.93
19510509,100.57,134.01,282.15,126.93
19510510,99.49,134.32,281.30,126.94
19510511,98.97,134.68,280.77,126.94
19510512,98.42,134.91,280.34,126.95
19510514,98.34,134.87,280.32,126.96
19510515,96.84,134.99,279.17,126.96
19510516,96.53,135.22,279.84,126.97
19510517,97.46,134.89,280.79,126.98
19510518,98.41,135.18,276.94,126.98
19510519,98.48,134.97,276.80,126.99
19510521,99.58,134.91,275.36,127.00
19510522,99.26,135.02,275.01,127.00
19510523,98.62,135.34,273.77,127.01
19510524,98.21,135.21,273.71,127.01
19510525,98.30,135.90,274.04,127.02
19510526,98.48,135.84,274.01,127.03
19510528,98.98,135.75,274.67,127.03
19510529,100.73,135.27,275.52,127.04
19510531,101.28,134.91,276.49,127.05
19510601,99.85,134.59,276.38,127.05
19510604,98.89,134.73,273.84,127.06
19510605,99.06,134.57,274.19,127.07
19510606,99.94,134.48,275.92,127.08
19510607,100.44,134.53,277.22,127.08
19510608,100.25,134.41,276.69,127.09
19510611,100.75,134.05,277.82,127.10
19510612,99.59,134.27,276.07,127.11
19510613,99.67,133.95,275.30,127.11
19510614,100.96,133.35,276.26,127.12
19510615,101.62,132.76,277.23,127.13
19510618,101.57,132.47,276.32,127.14
19510619,101.45,132.18,276.43,127.15
19510620,101.00,132.60,275.24,127.15
19510621,100.42,132.63,274.47,127.16
19510622,99.63,132.85,273.59,127.17
19510625,98.46,132.34,269.48,127.18
19510626,98.70,132.59,268.86,127.18
19510627,100.45,132.47,269.48,127.19
19510628,99.36,132.19,267.60,127.20
19510629,98.62,132.24,265.35,127.21
19510702,99.21,131.82,266.44,127.21
19510703,99.91,132.03,267.13,127.22
19510705,101.45,131.63,268.68,127.23
19510706,101.45,131.82,267.77,127.24
19510709,100.23,131.49,267.26,127.24
19510710,99.86,131.48,266.78,127.25
19510711,100.21,131.41,268.16,127.26
19510712,100.65,131.25,267.92,127.27
19510713,101.35,131.07,267.89,127.27
19510716,100.60,131.36,266.23,127.28
19510717,101.25,130.53,266.58,127.29
19510718,101.21,130.66,265.99,127.30
19510719,101.29,130.79,265.73,127.31
19510720,100.16,131.00,266.60,127.31
19510723,100.99,130.24,267.54,127.32
19510724,101.20,129.37,269.22,127.33
19510725,101.02,129.87,269.41,127.34
19510726,101.52,129.90,270.27,127.34
19510727,101.81,129.83,270.90,127.35
19510730,102.41,129.28,270.41,127.36
19510731,101.75,129.84,270.27,127.37
19510801,102.43,129.90,272.22,127.37
19510802,101.03,129.79,272.25,127.38
19510803,101.19,129.78,271.35,127.39
19510806,100.66,129.20,272.57,127.40
19510807,100.63,129.44,272.13,127.40
19510808,100.46,129.62,271.59,127.41
19510809,100.10,129.98,271.34,127.42
19510810,99.93,129.96,270.72,127.43
19510813,100.05,130.31,269.69,127.44
19510814,99.97,130.17,269.64,127.44
19510815,100.39,129.97,271.31,127.45
19510816,100.91,130.13,271.31,127.46
19510817,100.27,130.21,272.04,127.47
19510820,100.20,130.23,271.39,127.47
19510821,99.82,130.37,270.36,127.48
19510822,99.36,130.57,269.28,127.49
19510823,99.98,130.44,270.16,127.50
19510824,100.00,130.61,270.24,127.50
19510827,99.85,130.65,269.35,127.51
19510828,100.09,130.94,269.68,127.52
19510829,100.86,130.79,270.24,127.53
19510830,100.67,130.73,270.57,127.53
19510831,100.77,130.90,270.97,127.54
19510904,100.87,131.03,271.46,127.55
19510905,101.65,130.88,271.19,127.56
19510906,101.97,130.61,272.03,127.57
19510907,102.40,130.39,272.33,127.57
19510910,102.84,130.50,273.04,127.58
19510911,99.54,130.71,272.27,127.59
19510912,100.16,130.66,273.09,127.60
19510913,100.28,130.61,273.58,127.60
19510914,100.23,130.90,273.50,127.61
19510917,99.92,131.35,272.73,127.62
19510918,99.84,131.52,271.53,127.63
19510919,99.91,132.23,271.64,127.63
19510920,99.76,132.54,272.67,127.64
19510921,99.01,132.96,272.59,127.65
19510924,99.52,133.24,273.52,127.66
19510925,99.87,133.11,274.04,127.66
19510926,100.15,133.15,274.07,127.67
19510927,99.67,133.08,273.13,127.68
19510928,99.62,133.28,272.72,127.69
19511001,100.23,133.20,273.24,127.70
19511002,100.89,132.94,274.03,127.70
19511003,101.49,133.31,275.16,127.71
19511004,101.35,133.65,274.99,127.72
19511005,100.13,134.12,275.60,127.73
19511006,100.15,134.26,275.79,127.73
19511008,99.90,134.69,274.80,127.74
19511009,99.42,134.83,274.63,127.75
19511010,99.19,135.06,274.33,127.76
19511011,99.64,134.55,275.04,127.76
19511013,99.92,134.58,275.70,127.77
19511015,100.11,134.11,275.43,127.78
19511016,99.72,133.78,274.58,127.79
19511017,99.74,133.82,273.86,127.80
19511018,99.61,133.89,274.22,127.80
19511019,98.60,133.85,273.42,127.81
19511020,97.70,134.27,273.12,127.82
19511022,95.92,134.18,273.91,127.83
19511023,96.54,134.04,275.50,127.83
19511024,97.23,133.94,276.49,127.84
19511025,96.76,133.89,275.75,127.85
19511026,96.03,134.05,275.00,127.86
19511027,98.41,134.32,273.19,127.86
19511029,99.25,133.42,275.10,127.87
19511030,100.01,133.46,274.27,127.88
19511031,101.04,132.87,273.48,127.89
19511101,101.71,132.71,273.75,127.89
19511102,100.97,132.86,272.85,127.90
19511103,100.11,133.23,271.62,127.91
19511105,100.19,133.00,271.89,127.91
19511107,99.32,133.02,271.68,127.92
19511108,100.19,132.80,272.19,127.93
19511109,101.30,132.72,272.98,127.93
19511110,100.49,132.78,273.04,127.94
19511113,100.31,132.87,272.71,127.94
19511114,100.58,132.70,273.09,127.95
19511115,100.53,132.87,273.31,127.96
19511116,100.42,132.60,274.89,127.96
19511117,100.45,132.78,274.73,127.97
19511119,100.08,132.95,274.37,127.98
19511120,99.81,132.80,273.71,127.98
19511121,99.73,132.92,274.04,127.99
19511123,98.97,133.07,273.47,128.00
19511124,98.60,133.27,272.97,128.00
19511126,99.19,132.91,273.57,128.01
19511127,99.96,132.36,273.90,128.02
19511128,99.82,132.81,273.52,128.02
19511129,100.25,132.46,274.04,128.03
19511130,101.19,132.26,274.26,128.03
19511201,100.25,132.26,274.59,128.04
19511203,100.59,132.16,273.43,128.05
19511204,100.41,131.71,273.19,128.05
19511205,100.45,131.93,272.53,128.06
19511206,101.35,131.37,273.81,128.07
19511207,101.56,131.19,274.47,128.07
19511208,101.66,131.13,274.36,128.08
19511210,101.67,131.06,274.06,128.09
19511211,101.19,131.23,272.96,128.09
19511212,100.12,131.10,272.50,128.10
19511213,100.42,131.17,271.76,128.10
19511214,99.98,131.21,271.17,128.11
19511215,99.92,131.32,270.84,128.12
19511217,100.06,131.08,270.60,128.12
19511218,100.18,130.81,269.76,128.13
19511219,100.46,130.32,270.81,128.14
19511220,100.47,130.30,270.81,128.14
19511221,100.25,130.32,270.78,128.15
19511222,100.00,130.40,271.05,128.16
19511224,99.96,130.56,270.27,128.16
19511226,99.38,130.65,269.89,128.17
19511227,100.22,130.14,270.75,128.18
19511228,100.67,129.98,269.99,128.18
19511229,100.63,130.05,269.78,128.19
19511231,100.90,129.63,269.08,128.19
19520102,101.06,130.10,269.99,128.20
19520103,101.21,130.22,270.59,128.21
19520104,100.18,130.53,270.75,128.22
19520105,100.25,130.70,270.67,128.23
19520107,99.85,130.58,270.67,128.23
19520108,99.42,130.21,270.18,128.24
19520109,99.14,130.34,269.67,128.25
19520110,99.74,130.01,270.34,128.26
19520111,100.16,129.49,270.93,128.26
19520112,100.56,129.21,271.04,128.27
19520114,100.76,128.76,271.50,128.28
19520115,99.56,128.74,271.21,128.29
19520116,99.85,128.76,272.26,128.29
19520117,100.40,128.74,272.37,128.30
19520118,100.55,128.63,273.76,128.31
19520119,100.82,128.44,274.86,128.32
19520121,101.24,127.87,274.64,128.33
19520122,101.74,127.49,273.89,128.33
19520123,101.39,127.62,273.43,128.34
19520124,101.52,127.58,273.32,128.35
19520125,100.11,127.91,273.16,128.36
19520126,100.20,127.99,272.80,128.36
19520128,100.09,128.05,273.84,128.37
19520129,100.08,128.44,274.36,128.38
19520130,99.01,128.72,274.36,128.39
19520131,98.59,128.66,273.89,128.39
19520201,99.17,128.59,273.37,128.40
19520202,99.53,128.28,273.84,128.41
19520204,98.42,128.77,272.96,128.41
19520205,99.74,128.92,272.52,128.42
19520206,100.06,129.07,271.92,128.43
19520207,100.17,129.09,272.06,128.43
19520208,100.68,128.90,272.44,128.44
19520209,100.72,129.18,272.60,128.45
19520211,100.40,129.03,273.20,128.45
19520213,99.73,129.36,272.57,128.46
19520214,99.48,129.22,273.20,128.47
19520215,99.47,129.22,272.85,128.47
19520216,99.94,129.32,273.09,128.48
19520218,99.54,129.23,273.26,128.48
19520219,98.54,129.53,272.98,128.49
19520220,97.44,129.75,272.74,128.50
19520221,97.75,130.09,273.25,128.50
19520223,98.38,129.55,274.70,128.51
19520225,98.10,129.80,274.24,128.52
19520226,97.61,130.09,273.41,128.52
19520227,97.80,129.81,274.32,128.53
19520228,100.71,129.49,273.68,128.54
19520229,100.65,129.55,273.19,128.54
19520301,100.08,129.59,272.81,128.55
19520303,100.34,129.41,273.06,128.55
19520304,101.65,128.75,273.27,128.56
19520305,101.89,128.80,274.12,128.56
19520306,101.88,128.74,274.50,128.57
19520307,102.09,128.44,275.85,128.57
19520308,102.39,128.21,276.43,128.58
19520310,99.51,128.56,274.69,128.58
19520311,99.73,128.21,275.02,128.59
19520312,100.26,128.11,275.37,128.59
19520313,100.31,128.12,275.93,128.60
19520314,100.55,127.70,276.06,128.60
19520315,100.75,127.36,276.04,128.61
19520317,100.85,127.05,275.95,128.61
19520318,100.71,126.98,275.93,128.62
19520319,100.47,127.22,275.65,128.62
19520320,100.35,126.82,277.50,128.63
19520321,100.42,126.92,278.05,128.63
19520322,99.99,126.98,277.50,128.64
19520324,99.88,127.03,276.94,128.65
19520325,99.46,127.52,276.52,128.65
19520326,99.39,127.38,277.41,128.66
19520327,100.16,126.74,278.05,128.66
19520328,100.75,126.32,277.99,128.67
19520329,101.31,125.90,279.16,128.67
19520331,100.07,125.79,279.05,128.68
19520401,99.30,125.94,278.66,128.68
19520402,99.92,126.14,278.69,128.69
19520403,100.01,125.90,278.96,128.70
19520404,99.50,126.07,278.24,128.70
19520405,99.35,126.23,278.43,128.71
19520407,98.43,126.47,278.07,128.71
19520408,98.98,126.01,278.91,128.72
19520409,98.97,126.19,278.52,128.73
19520410,100.35,125.98,279.16,128.73
19520412,100.40,126.18,279.27,128.74
19520414,99.26,126.01,278.65,128.75
19520415,98.19,126.14,277.09,128.75
19520416,98.05,126.68,276.62,128.76
19520417,97.21,126.82,276.18,128.77
19520418,97.60,126.85,277.56,128.77
19520419,97.65,127.02,277.84,128.78
19520421,98.34,126.26,279.37,128.79
19520422,99.56,126.52,278.61,128.79
19520423,99.11,126.76,278.39,128.80
19520424,99.58,126.65,278.97,128.80
19520425,100.00,126.43,280.26,128.81
19520426,100.14,126.54,280.87,128.82
19520428,99.92,126.25,280.70,128.82
19520429,99.58,125.95,281.27,128.83
19520430,98.89,126.25,279.80,128.84
19520501,98.21,126.06,278.29,128.84
19520502,101.42,125.76,280.16,128.85
19520503,101.72,125.73,279.74,128.86
19520505,100.28,125.35,279.68,128.86
19520506,100.53,125.23,279.62,128.87
19520507,101.16,124.79,279.93,128.88
19520508,101.45,125.00,279.79,128.88
19520509,101.48,124.89,279.68,128.89
19520510,101.39,125.25,279.40,128.90
19520512,101.24,125.20,279.15,128.90
19520513,100.17,125.03,278.59,128.91
19520514,99.83,125.28,277.95,128.91
19520515,99.65,125.10,278.34,128.92
19520516,99.70,125.31,277.42,128.93
19520517,99.72,125.55,277.25,128.93
19520519,99.86,125.13,277.34,128.94
19520520,100.37,125.05,277.59,128.95
19520521,100.64,125.11,277.89,128.95
19520522,101.27,124.88,278.98,128.96
19520523,99.92,124.96,279.23,128.97
19520524,99.91,125.16,279.06,128.97
19520526,100.21,125.00,279.42,128.98
19520527,100.02,125.01,279.79,128.99
19520528,99.88,125.17,280.07,128.99
19520529,99.89,124.94,280.35,129.00
19520602,99.76,124.84,279.90,129.01
19520603,99.68,124.64,280.18,129.02
19520604,100.24,124.44,281.44,129.03
19520605,100.63,124.08,282.68,129.03
19520606,101.18,124.14,282.31,129.04
19520609,100.38,123.94,282.59,129.05
19520610,100.05,124.30,280.87,129.06
19520611,100.30,124.06,282.07,129.07
19520612,100.34,124.11,281.74,129.08
19520613,100.54,124.05,281.17,129.09
19520616,100.39,124.26,280.55,129.10
19520617,100.46,124.08,280.53,129.11
19520618,100.23,124.09,280.53,129.12
19520619,100.54,123.86,281.26,129.12
19520620,100.14,123.89,280.97,129.13
19520623,100.03,123.83,281.48,129.14
19520624,100.10,123.47,281.23,129.15
19520625,100.45,123.21,282.75,129.16
19520626,100.66,123.17,283.11,129.17
19520627,100.89,123.12,283.31,129.18
19520630,101.26,123.01,283.54,129.19
19520701,100.53,122.79,282.91,129.20
19520702,100.35,123.07,281.87,129.21
19520703,100.00,123.21,281.73,129.22
19520707,99.64,123.39,281.42,129.22
19520708,99.69,123.23,280.85,129.23
19520709,99.41,123.57,280.74,129.24
19520710,99.21,123.53,280.35,129.25
19520711,99.71,123.24,281.44,129.26
19520714,99.78,123.38,281.13,129.27
19520715,100.48,123.00,281.75,129.28
19520716,100.37,122.96,282.20,129.29
19520717,99.65,123.05,282.00,129.30
19520718,99.00,123.22,282.45,129.31
19520721,99.22,123.11,281.72,129.31
19520722,99.43,123.17,281.35,129.32
19520723,99.85,122.91,281.35,129.33
19520724,100.18,122.70,282.62,129.34
19520725,99.94,123.14,281.35,129.35
19520728,99.97,123.14,281.26,129.36
19520729,100.17,123.01,281.21,129.37
19520730,100.21,122.74,281.85,129.38
19520731,100.32,122.58,282.36,129.39
19520801,100.38,122.68,281.99,129.40
19520804,100.25,122.75,281.35,129.41
19520805,100.29,122.66,281.32,129.41
19520806,100.44,122.80,281.37,129.42
19520807,100.69,122.65,281.99,129.43
19520808,99.99,122.91,281.66,129.44
19520811,100.02,123.04,281.15,129.45
19520812,99.30,123.35,280.87,129.46
19520813,99.28,123.31,281.15,129.47
19520814,99.26,123.43,281.12,129.48
19520815,99.06,123.60,281.20,129.49
19520818,98.05,123.99,280.59,129.50
19520819,98.06,123.94,280.42,129.50
19520820,98.28,123.86,280.47,129.51
19520821,100.14,123.92,280.30,129.52
19520822,100.14,124.02,280.56,129.53
19520825,99.63,124.27,280.42,129.54
19520826,99.56,124.25,280.92,129.55
19520827,99.92,124.24,280.70,129.56
19520828,100.16,124.16,281.48,129.57
19520829,100.45,124.08,282.02,129.58
19520902,100.79,123.89,282.33,129.59
19520903,101.00,123.98,281.40,129.60
19520904,99.91,124.09,280.64,129.61
19520905,99.79,124.19,279.91,129.62
19520908,99.57,124.44,278.82,129.63
19520909,98.51,124.79,278.56,129.64
19520910,98.08,124.64,278.73,129.65
19520911,98.22,124.90,278.84,129.66
19520912,98.01,125.15,278.56,129.67
19520915,97.08,125.63,278.15,129.68
19520916,97.48,125.36,278.03,129.69
19520917,100.26,125.36,278.42,129.70
19520918,100.08,125.58,278.20,129.71
19520919,100.21,125.48,278.65,129.72
19520922,100.31,125.51,278.67,129.73
19520923,100.65,125.14,279.45,129.74
19520924,100.97,125.21,278.62,129.75
19520925,100.96,125.16,278.53,129.76
19520926,100.69,125.49,278.42,129.77
19520929,100.63,125.44,277.95,129.78
19520930,99.45,125.56,277.53,129.80
19521001,99.20,125.51,277.67,129.80
19521002,99.99,125.51,277.75,129.81
19521003,99.81,125.66,278.00,129.82
19521006,99.54,125.79,277.78,129.83
19521007,99.58,125.72,277.64,129.83
19521008,100.07,125.49,277.73,129.84
19521009,100.09,125.56,277.75,129.85
19521010,100.08,125.79,277.00,129.86
19521014,99.65,125.80,276.23,129.87
19521015,98.21,125.95,275.51,129.87
19521016,99.37,125.75,275.67,129.88
19521017,100.50,125.54,276.61,129.89
19521020,100.18,125.81,275.75,129.90
19521021,100.02,125.71,275.67,129.90
19521022,99.05,126.06,275.56,129.91
19521023,99.37,125.61,275.53,129.92
19521024,99.78,125.45,275.81,129.93
19521027,100.12,125.16,275.70,129.94
19521028,100.16,125.11,275.37,129.94
19521029,100.05,124.81,275.01,129.95
19521030,100.03,124.83,275.12,129.96
19521031,101.39,124.15,276.25,129.97
19521103,101.96,123.85,275.72,129.97
19521105,102.49,123.87,275.06,129.98
19521106,102.88,123.22,273.96,129.99
19521107,103.29,123.28,274.04,130.00
19521110,100.00,123.35,274.24,130.01
19521112,99.84,123.72,273.80,130.01
19521113,100.09,123.88,273.03,130.02
19521114,100.10,123.94,272.78,130.03
19521117,100.29,123.78,273.41,130.04
19521118,101.71,123.33,273.85,130.04
19521119,102.44,123.28,274.75,130.05
19521120,102.28,123.56,275.88,130.06
19521121,102.28,123.86,276.07,130.07
19521124,100.63,123.67,277.65,130.08
19521125,100.75,123.65,276.98,130.08
19521126,100.61,123.36,277.48,130.09
19521128,101.10,123.31,278.56,130.10
19521201,101.23,123.27,278.98,130.11
19521202,101.51,122.94,278.45,130.12
19521203,101.47,123.05,277.81,130.13
19521204,101.14,123.32,277.81,130.14
19521205,101.29,123.10,278.22,130.14
19521208,100.41,122.87,278.25,130.15
19521209,100.83,122.60,278.14,130.16
19521210,100.03,122.49,277.03,130.17
19521211,100.03,122.54,276.72,130.18
19521212,100.34,122.33,277.86,130.19
19521215,100.43,122.25,278.41,130.20
19521216,100.39,122.03,278.30,130.21
19521217,100.27,122.19,278.00,130.22
19521218,100.27,122.36,278.58,130.23
19521219,100.40,121.70,279.81,130.24
19521222,100.82,121.22,280.37,130.25
19521223,99.65,121.33,281.01,130.25
19521224,99.71,121.54,281.40,130.26
19521226,99.85,121.87,280.64,130.27
19521229,100.19,121.59,279.83,130.28
19521230,100.67,121.30,279.61,130.29
19521231,100.77,121.58,278.60,130.30
19530102,100.83,122.15,280.44,130.31
19530105,100.45,122.69,280.83,130.32
19530106,99.93,123.14,281.36,130.33
19530107,99.67,123.49,281.03,130.34
19530108,99.63,124.02,282.46,130.35
19530109,98.77,124.28,282.23,130.36
19530112,98.14,124.81,282.40,130.37
19530113,98.70,124.92,282.52,130.38
19530114,98.79,125.19,282.18,130.39
19530115,98.95,125.24,282.60,130.40
19530116,99.57,125.31,282.26,130.41
19530119,99.50,125.60,282.66,130.42
19530120,100.42,125.66,282.74,130.44
19530121,100.28,125.76,282.68,130.45
19530122,100.33,126.00,282.46,130.46
19530123,100.20,126.10,282.77,130.47
19530126,100.05,126.09,282.91,130.48
19530127,100.24,125.96,283.14,130.49
19530128,100.44,126.00,282.77,130.50
19530129,100.32,126.18,282.63,130.51
19530130,100.81,125.84,282.06,130.52
19530202,100.20,125.85,281.13,130.53
19530203,100.26,125.81,280.49,130.54
19530204,100.16,126.30,280.54,130.55
19530205,99.36,126.34,280.32,130.56
19530206,98.53,126.56,278.66,130.57
19530209,98.17,126.73,279.28,130.58
19530210,98.03,127.15,278.80,130.59
19530211,100.10,127.20,279.72,130.60
19530213,100.53,127.15,279.69,130.61
19530216,99.84,127.49,279.83,130.62
19530217,99.36,127.62,279.36,130.63
19530218,99.37,127.67,280.28,130.64
19530219,99.65,127.69,281.04,130.65
19530220,99.81,127.69,280.78,130.67
19530224,100.43,128.03,282.13,130.68
19530225,101.02,128.52,281.71,130.69
19530226,100.21,128.52,281.85,130.70
19530227,100.20,128.61,281.79,130.71
19530302,100.06,128.67,282.30,130.72
19530303,100.42,128.72,282.13,130.73
19530304,99.58,128.86,281.71,130.74
19530305,99.67,128.95,282.13,130.75
19530306,100.03,128.86,281.73,130.76
19530309,100.09,129.08,281.59,130.77
19530310,100.28,128.94,281.73,130.78
19530311,100.69,128.65,281.88,130.79
19530312,100.69,128.40,282.04,130.80
19530313,100.22,128.26,282.66,130.81
19530316,100.37,128.21,283.48,130.82
19530317,100.67,128.03,283.51,130.83
19530318,100.64,128.53,283.23,130.84
19530319,100.70,128.64,282.75,130.85
19530320,100.62,128.86,282.38,130.86
19530323,100.02,128.77,282.38,130.87
19530324,100.54,128.62,282.80,130.88
19530325,100.39,128.99,281.76,130.90
19530326,99.55,128.95,281.17,130.91
19530327,99.82,128.93,281.03,130.92
19530330,98.29,128.64,278.83,130.93
19530331,97.20,128.45,278.89,130.94
19530401,97.27,128.59,279.36,130.95
19530402,97.24,128.84,279.08,130.96
19530406,95.17,129.02,277.66,130.97
19530407,100.28,128.74,279.10,130.98
19530408,101.00,129.09,279.55,130.99
19530409,99.60,129.25,279.80,131.00
19530410,99.43,129.27,280.05,131.01
19530413,99.24,129.35,280.56,131.02
19530414,99.52,128.95,281.68,131.03
19530415,100.01,128.91,282.44,131.04
19530416,99.78,128.86,281.90,131.05
19530417,98.84,128.96,281.26,131.06
19530420,100.19,128.38,282.24,131.07
19530421,100.05,128.88,282.01,131.08
19530422,99.25,129.20,281.42,131.09
19530423,98.07,129.26,282.15,131.10
19530424,98.08,129.05,282.07,131.12
19530427,98.54,129.00,283.37,131.13
19530428,99.00,128.39,283.85,131.14
19530429,99.53,128.56,283.14,131.15
19530430,99.39,128.75,283.11,131.16
19530501,100.40,128.53,282.32,131.17
19530504,101.31,128.12,282.85,131.18
19530505,100.10,128.33,281.72,131.19
19530506,100.26,128.17,281.44,131.20
19530507,99.86,128.22,280.88,131.21
19530508,100.09,128.04,281.55,131.22
19530511,100.15,128.13,281.27,131.23
19530512,99.68,128.38,281.55,131.24
19530513,99.61,128.34,281.38,131.25
19530514,100.47,128.17,282.28,131.26
19530515,100.54,128.29,282.37,131.27
19530518,99.81,128.39,282.37,131.28
19530519,99.61,128.43,282.40,131.29
19530520,100.55,128.12,283.98,131.30
19530521,100.84,128.12,283.86,131.31
19530522,100.83,128.21,284.06,131.33
19530525,100.72,128.15,284.15,131.34
19530526,100.42,128.02,284.49,131.35
19530527,99.21,128.48,283.32,131.36
19530528,98.50,128.65,282.84,131.37
19530529,100.16,128.70,283.52,131.38
19530601,98.76,129.04,282.64,131.39
19530602,98.90,128.30,283.07,131.40
19530603,98.86,128.68,283.04,131.41
19530604,98.05,128.54,282.36,131.42
19530605,98.22,128.46,282.53,131.43
19530608,98.03,128.48,282.58,131.44
19530609,98.07,128.26,281.79,131.45
19530610,97.98,127.62,283.23,131.46
19530611,100.85,127.67,283.14,131.47
19530612,101.17,127.73,282.63,131.48
19530615,100.34,127.77,281.62,131.49
19530616,100.04,127.51,281.73,131.50
19530617,101.27,126.99,282.60,131.51
19530618,101.28,127.18,282.60,131.53
19530619,101.28,127.09,282.77,131.54
19530622,100.52,127.00,283.03,131.55
19530623,101.08,126.55,283.42,131.56
19530624,99.89,126.66,282.55,131.57
19530625,100.29,126.43,282.60,131.58
19530626,100.23,126.28,282.80,131.59
19530629,100.07,126.41,282.63,131.60
19530630,99.95,126.23,282.38,131.61
19530701,100.34,125.95,282.88,131.62
19530702,100.69,126.03,282.63,131.63
19530703,100.26,125.89,283.17,131.63
19530706,100.38,125.85,282.03,131.64
19530707,100.36,125.52,282.71,131.65
19530708,100.40,125.46,282.96,131.66
19530709,100.07,125.65,282.48,131.66
19530710,99.96,125.71,281.86,131.67
19530713,98.99,125.82,281.47,131.68
19530714,98.86,125.54,281.61,131.69
19530715,99.15,125.54,281.64,131.70
19530716,100.22,125.70,280.90,131.70
19530717,100.71,125.36,282.03,131.71
19530720,99.53,125.32,282.25,131.72
19530721,99.30,125.46,282.37,131.73
19530722,99.40,125.26,282.11,131.74
19530723,99.60,125.31,282.45,131.74
19530724,99.64,125.62,281.89,131.75
19530727,99.06,125.95,280.84,131.76
19530728,99.11,125.46,280.93,131.77
19530729,100.54,125.31,281.57,131.78
19530730,101.46,125.03,281.71,131.78
19530731,100.84,124.91,281.57,131.79
19530803,101.22,125.02,280.67,131.80
19530804,101.20,125.12,280.31,131.81
19530805,101.39,125.19,280.20,131.82
19530806,101.79,125.02,279.80,131.83
19530807,101.75,125.14,279.05,131.84
19530810,101.67,125.38,277.82,131.85
19530811,99.94,125.29,277.35,131.86
19530812,100.37,124.94,277.57,131.88
19530813,99.98,125.24,277.01,131.89
19530814,99.65,125.32,276.27,131.90
19530817,99.41,125.33,275.46,131.91
19530818,98.93,125.56,274.75,131.92
19530819,98.31,125.18,274.42,131.93
19530820,98.35,125.27,275.16,131.94
19530821,98.50,125.27,275.16,131.95
19530824,98.89,125.45,273.51,131.96
19530825,98.36,125.28,274.14,131.97
19530826,99.73,125.82,273.62,131.98
19530827,99.32,125.59,272.88,131.99
19530828,99.09,125.55,272.82,132.00
19530831,97.36,125.60,270.91,132.01
19530901,97.77,124.99,271.40,132.02
19530902,98.40,125.20,271.48,132.03
19530903,98.17,125.13,270.78,132.04
19530904,100.27,125.09,271.05,132.05
19530908,100.48,124.93,270.64,132.07
19530909,100.03,125.00,270.45,132.08
19530910,99.17,125.16,268.61,132.09
19530911,97.77,124.93,266.71,132.10
19530914,95.99,124.40,265.24,132.11
19530915,96.67,122.73,266.06,132.12
19530916,97.38,123.60,267.15,132.13
19530917,97.45,123.78,266.56,132.14
19530918,99.42,123.98,265.90,132.15
19530921,99.17,123.88,265.98,132.16
19530922,101.32,123.33,267.04,132.17
19530923,101.68,123.66,267.50,132.18
19530924,101.69,124.01,267.15,132.19
19530925,101.98,124.26,266.19,132.20
19530928,102.59,124.00,267.14,132.21
19530929,102.71,124.36,265.14,132.22
19530930,102.36,124.56,264.05,132.23
19531001,100.60,124.34,263.31,132.24
19531002,100.99,124.11,262.89,132.25
19531005,99.60,124.05,262.47,132.26
19531006,99.10,123.89,262.87,132.27
19531007,99.83,123.66,262.95,132.27
19531008,100.05,123.82,262.58,132.28
19531009,100.11,123.95,262.50,132.29
19531013,99.90,124.08,262.66,132.30
19531014,100.35,123.85,262.08,132.31
19531015,101.18,123.59,263.78,132.31
19531016,101.78,123.64,265.02,132.32
19531019,100.16,123.23,265.58,132.33
19531020,100.23,123.43,264.52,132.34
19531021,100.25,123.24,264.67,132.35
19531022,100.58,123.23,263.69,132.35
19531023,100.68,123.36,263.17,132.36
19531026,100.44,123.57,262.69,132.37
19531027,100.14,123.50,262.43,132.38
19531028,100.21,123.30,262.98,132.39
19531029,101.20,122.86,264.09,132.39
19531030,100.05,122.85,264.06,132.40
19531102,100.48,122.56,263.16,132.41
19531104,100.59,122.21,262.40,132.41
19531105,101.29,122.00,263.27,132.42
19531106,101.36,122.13,264.16,132.42
19531109,101.26,122.05,264.56,132.43
19531110,100.72,122.24,264.24,132.43
19531112,100.30,121.88,264.37,132.44
19531113,100.54,122.18,264.05,132.44
19531116,99.45,122.63,263.45,132.45
19531117,99.04,122.76,262.95,132.45
19531118,99.26,122.65,263.34,132.46
19531119,99.72,122.68,262.76,132.46
19531120,99.78,122.74,262.39,132.47
19531123,99.64,122.27,262.00,132.48
19531124,100.15,121.58,261.87,132.48
19531125,100.26,121.59,262.34,132.49
19531127,100.89,121.52,262.73,132.49
19531130,100.55,121.35,263.10,132.50
19531201,100.66,121.22,263.36,132.50
19531202,101.29,121.12,262.97,132.51
19531203,101.50,120.72,263.15,132.52
19531204,101.39,121.05,262.42,132.53
19531207,101.20,121.23,261.71,132.54
19531208,100.84,121.09,261.24,132.54
19531209,99.99,121.24,260.64,132.55
19531210,99.85,121.46,260.53,132.56
19531211,99.98,121.31,260.51,132.57
19531214,99.75,121.21,260.66,132.58
19531215,99.75,120.95,259.98,132.58
19531216,100.64,120.37,260.50,132.59
19531217,100.57,120.55,260.69,132.60
19531218,100.84,120.42,260.30,132.61
19531221,100.67,120.52,259.33,132.62
19531222,99.20,120.68,258.55,132.62
19531223,99.12,120.85,259.05,132.63
19531224,100.39,120.83,259.77,132.64
19531228,99.95,120.69,258.47,132.65
19531229,99.29,120.51,257.65,132.66
